path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
667794.wav,uzbek_voice,Bugungi yig'ilishimiz mutlaqo yangilangan akademiyada o'tkazilayotgani hammamizni quvontirmoqda.,Bugungi yig'ilishimiz mutlaqo yangilangan akademiyada o'tkazilayotgani hammamizni quvontirmoqda.,0.0,bugungi yig'ilishimiz mutlaqo yangilangan akademiyada o'tkazilayotgani hammamizni quvontirmoqda,bugungi yig'ilishimiz mutlaqo yangilangan akademiyada o'tkazilayotgani hammamizni quvontirmoqda,0.0,0.0,1.0,8,8
413033.wav,uzbek_voice,Boshqa tomondan kutilmaganda Jon Stounz ajoyib o'yin ko'rsata boshladi.,Boshqa tomondan kutilmaganda Jon Stonnes ajoyib o'yin ko'rsatib boshladi.,0.2222,boshqa tomondan kutilmaganda jon stounz ajoyib o'yin ko'rsata boshladi,boshqa tomondan kutilmaganda jon stonnes ajoyib o'yin ko'rsatib boshladi,0.2222,0.0714,0.9437,9,9
common_voice_uz_29053078.wav,common_voice,Bir katta istirohat bog'ida bir chuqur bor ekan.,Bir katta istirohat bog'ida bir chuqur bor ekan.,0.0,bir katta istirohat bog'ida bir chuqur bor ekan,bir katta istirohat bog'ida bir chuqur bor ekan,0.0,0.0,1.0,8,8
776352.wav,uzbek_voice,O'zbekiston yoshlar ittifoqi tizimida ishlovchilar uchun super yangi tanlov.,O'zbekiston yoshlar ittifoqi tizimida ishlovchilar uchun superyangi tanlov.,0.2222,o'zbekiston yoshlar ittifoqi tizimida ishlovchilar uchun super yangi tanlov,o'zbekiston yoshlar ittifoqi tizimida ishlovchilar uchun superyangi tanlov,0.2222,0.0133,0.9933,9,8
common_voice_uz_29448298.wav,common_voice,Bir necha oliy o'quv yurtlarida mutaxassisliklar ochiladi.,Bir necha oliy o'quv yurtlarida mutaxassisliklar ochiladi.,0.0,bir necha oliy o'quv yurtlarida mutaxassisliklar ochiladi,bir necha oliy o'quv yurtlarida mutaxassisliklar ochiladi,0.0,0.0,1.0,7,7
common_voice_uz_29514719.wav,common_voice,"Boshqa tuzilmalardan farqli o'laroq, bu ikki tuzilma mamlakatda qonuniylik va adolat uchun mas'ul idoralar.","Boshqa tuzilmalardan farqli o'laroq bu ikki tuzilma, mamlakatda qonuniylik va adolat uchun mas'ul idoralar.",0.1429,boshqa tuzilmalardan farqli o'laroq bu ikki tuzilma mamlakatda qonuniylik va adolat uchun mas'ul idoralar,boshqa tuzilmalardan farqli o'laroq bu ikki tuzilma mamlakatda qonuniylik va adolat uchun mas'ul idoralar,0.0,0.0,1.0,14,14
common_voice_uz_28917294.wav,common_voice,Shundan foydalanib men so'z qotdim.,Shundan foydalanib men so'z qotdim.,0.0,shundan foydalanib men so'z qotdim,shundan foydalanib men so'z qotdim,0.0,0.0,1.0,5,5
common_voice_uz_28836062.wav,common_voice,Hammasi kundek ravshan.,Hammasi kundek ravshan.,0.0,hammasi kundek ravshan,hammasi kundek ravshan,0.0,0.0,1.0,3,3
840704.wav,uzbek_voice,Insonparvarlik yukini mamlakatga yuborish xarajatlari Filadelfiyada tadbirkorlik faoliyatini olib borayotgan Furqat Rajabov hisobidan qoplangan.,Insonparvarli yukini mamlakatga yuborish xarajatlari Filadelfiyada tadbirkorlik faoliyatini olib borayotgan Furqat Rajabov hisobidan qoplangan.,0.0714,insonparvarlik yukini mamlakatga yuborish xarajatlari filadelfiyada tadbirkorlik faoliyatini olib borayotgan furqat rajabov hisobidan qoplangan,insonparvarli yukini mamlakatga yuborish xarajatlari filadelfiyada tadbirkorlik faoliyatini olib borayotgan furqat rajabov hisobidan qoplangan,0.0714,0.007,0.9965,14,14
common_voice_uz_28935697.wav,common_voice,"Ey odam, sen insonsan, bir bandaligingni unutma.","Ey odam, sen insonsan. Bir bandaligingni unutma.",0.2857,ey odam sen insonsan bir bandaligingni unutma,ey odam sen insonsan bir bandaligingni unutma,0.0,0.0,1.0,7,7
343061.wav,uzbek_voice,Xubey viloyatining o'nta shahrida jamoat transportining faoliyati to'xtagan.,Xubey viloyatining 10 ta shahrida jamoat transportining faoliyati to'xtagan.,0.25,xubey viloyatining o'nta shahrida jamoat transportining faoliyati to'xtagan,xubey viloyatining o'nta shahrida jamoat transportining faoliyati to'xtagan,0.0,0.0,1.0,8,8
482964.wav,uzbek_voice,"U ingliz, ispan va arab tillarida translyatsiya olib boradi.","U ingliz, ispan va arab tillarida translyatsiya olib boradi.",0.0,u ingliz ispan va arab tillarida translyatsiya olib boradi,u ingliz ispan va arab tillarida translyatsiya olib boradi,0.0,0.0,1.0,9,9
243372.wav,uzbek_voice,Yangi nashrda so'zlar izohi takomillashtirilibdi.,Yangi nashrda so'zlar izohi takomillashtirilibdi.,0.0,yangi nashrda so'zlar izohi takomillashtirilibdi,yangi nashrda so'zlar izohi takomillashtirilibdi,0.0,0.0,1.0,5,5
common_voice_uz_29014674.wav,common_voice,Movarounnahrda arab xalifaligining o'rnatilishi,Mornahrda arab xalifaligining o'rnatilishi,0.25,movarounnahrda arab xalifaligining o'rnatilishi,mornahrda arab xalifaligining o'rnatilishi,0.25,0.1064,0.9438,4,4
197321.wav,uzbek_voice,Tijorat kursi hisob yurituvchi bank tomonidan belgilanadi.,Tijorat kursi hisob yurituvchi bank tomonidan belgilanadi.,0.0,tijorat kursi hisob yurituvchi bank tomonidan belgilanadi,tijorat kursi hisob yurituvchi bank tomonidan belgilanadi,0.0,0.0,1.0,7,7
844260.wav,uzbek_voice,Shahrisabzlik Rashid Haydarov o'z uyida sayyohlar uchun mehmonxona ochdi.,Shahrisabzlik Rashid Haydarov o'z uyida sayyohlar uchun mehmonxona ochdi.,0.0,shahrisabzlik rashid haydarov o'z uyida sayyohlar uchun mehmonxona ochdi,shahrisabzlik rashid haydarov o'z uyida sayyohlar uchun mehmonxona ochdi,0.0,0.0,1.0,9,9
621861.wav,uzbek_voice,Surat aynan qayerda olingani haqida ma'lumot berilmagan.,Surat aynan qayerda olingan haqida ma'lumot berilmagan.,0.1429,surat aynan qayerda olingani haqida ma'lumot berilmagan,surat aynan qayerda olingan haqida ma'lumot berilmagan,0.1429,0.0182,0.9908,7,7
05030.wav,it,"ta'minlar ekan. Endi kelinglar buni kod yozib, yanada yaxshiroq tushunib olamiz. Kodni ko'chirib olamiz, VS kodga o'tib bu yerga, demak, joylab","ta'minlar ekan. Endi kelinglar buni kod yozib, yanada yaxshiroq tushunib olamiz. Bu kodni ko'chirib olamiz. VS kodga o'tib, bu yerga, demak, joylab",0.1905,ta'minlar ekan endi kelinglar buni kod yozib yanada yaxshiroq tushunib olamiz kodni ko'chirib olamiz vs kodga o'tib bu yerga demak joylab,ta'minlar ekan endi kelinglar buni kod yozib yanada yaxshiroq tushunib olamiz bu kodni ko'chirib olamiz vs kodga o'tib bu yerga demak joylab,0.0476,0.0219,0.9892,21,22
858795.wav,uzbek_voice,834 746,834 746,0.0,sakkiz yuz o'ttiz to'rt ming yetti yuz qirq olti,sakkiz yuz o'ttiz to'rt ming yetti yuz qirq olti,0.0,0.0,1.0,9,9
common_voice_uz_29288230.wav,common_voice,Limon o't pufagi holatini yaxshilaydi.,Limon o'tib fayli holatini yaxshilaydi.,0.4,limon o't pufagi holatini yaxshilaydi,limon o'tib fayli holatini yaxshilaydi,0.4,0.1351,0.9067,5,5
14361.wav,it,"Organizm o'zi uyg'ota oladi. Masalan, ertalab oshga borishim kerak, 4 da turishim kerakmi, bo'ldi, soat 3.5 da uyg'onaman. Bu narsa bor. Muammo","organizm o'zi uyg'ota oladi. Masalan, ertalab oshga borishim kerak, to'rtta turishim kerak, ham bo'ldi sog'liq ish hamda uyg'onaman. Bu narsa bor. Muammo",0.4091,organizm o'zi uyg'ota oladi masalan ertalab oshga borishim kerak to'rtda turishim kerakmi bo'ldi soat uch butun beshda uyg'onaman bu narsa bor muammo,organizm o'zi uyg'ota oladi masalan ertalab oshga borishim kerak to'rtta turishim kerak ham bo'ldi sog'liq ish hamda uyg'onaman bu narsa bor muammo,0.3182,0.1342,0.9054,22,22
169779.wav,uzbek_voice,Jamoalar tanaffusga ushbu hisob bilan chiqib ketishdi.,Jamoalar tanaffusga ushbu hisob bilan chiqib ketishdi.,0.0,jamoalar tanaffusga ushbu hisob bilan chiqib ketishdi,jamoalar tanaffusga ushbu hisob bilan chiqib ketishdi,0.0,0.0,1.0,7,7
common_voice_uz_29971963.wav,common_voice,"Qaniydi ularning suratlarini kulgili karikaturalar qilib, mahalla-ko'ylariga, ishxonalariga ilib qo'ya olsak.","Qaniydi ularning suratlarini kulgili karikaturalar qilib, mahalla ko'ylariga, ishxonalariga ilib qo'yg'olsak?",0.3636,qaniydi ularning suratlarini kulgili karikaturalar qilib mahalla-ko'ylariga ishxonalariga ilib qo'ya olsak,qaniydi ularning suratlarini kulgili karikaturalar qilib mahalla ko'ylariga ishxonalariga ilib qo'yg'olsak,0.3636,0.0283,0.9717,11,11
558476.wav,uzbek_voice,Qirg'iziston Prezidenti mamlakatning yangilangan konstitutsiyasini tasdiqladi.,Qirg'iziston prezidenti mamlakatning yangilangan konstitutsiyasini tasdiqladi.,0.1667,qirg'iziston prezidenti mamlakatning yangilangan konstitutsiyasini tasdiqladi,qirg'iziston prezidenti mamlakatning yangilangan konstitutsiyasini tasdiqladi,0.0,0.0,1.0,6,6
479123.wav,uzbek_voice,Bryusselda terakt xavfi tufayli Yangi yil tadbirlari bekor qilindi.,Bryusselda terakt xavfi tufayli yangi yil tadbirlari bekor qilindi.,0.1111,bryusselda terakt xavfi tufayli yangi yil tadbirlari bekor qilindi,bryusselda terakt xavfi tufayli yangi yil tadbirlari bekor qilindi,0.0,0.0,1.0,9,9
common_voice_uz_29607730.wav,common_voice,Bedor va xushyor bo'l.,Bedor va hushyor bo'l.,0.25,bedor va xushyor bo'l,bedor va hushyor bo'l,0.25,0.0476,0.9524,4,4
458091.wav,uzbek_voice,Air Malta samolyoti unutib qoldirgan yo'lovchilar uchun aeroportga qaytdi.,Air Malta samolyoti unutib qoldirgan yo'lovchilar uchun aeroportga qaytdi.,0.0,air malta samolyoti unutib qoldirgan yo'lovchilar uchun aeroportga qaytdi,air malta samolyoti unutib qoldirgan yo'lovchilar uchun aeroportga qaytdi,0.0,0.0,1.0,9,9
113253.wav,uzbek_voice,"Sizni xabardor qilib turaman, deyiladi telegrammada.","Sizni xabardor qilib turaman, deyiladi Telegrammada.",0.1667,sizni xabardor qilib turaman deyiladi telegrammada,sizni xabardor qilib turaman deyiladi telegrammada,0.0,0.0,1.0,6,6
common_voice_uz_28888255.wav,common_voice,"Ushbu juft so'z ""astoydil harakat, urinish"" mazmuniga ega.",Ushbu juft so'z astoydil harakat urinish mazmuniga ega.,0.375,ushbu juft so'z astoydil harakat urinish mazmuniga ega,ushbu juft so'z astoydil harakat urinish mazmuniga ega,0.0,0.0,1.0,8,8
109606.wav,uzbek_voice,Bu rivojlanayotgan limfa anemiyasi haqida ogohlantiradi.,Bu rivojlanayotgan limba anemiyasi haqida ogohlantiradi.,0.1667,bu rivojlanayotgan limfa anemiyasi haqida ogohlantiradi,bu rivojlanayotgan limba anemiyasi haqida ogohlantiradi,0.1667,0.0182,0.9818,6,6
831069.wav,uzbek_voice,Superliga o'yinlari koronavirus sabab muxlislarsiz o'tkaziladigan bo'ldi.,Superlik oilalari koronavirus sabab muhliysiz o'tkaziladigan bo'ldi.,0.4286,superliga o'yinlari koronavirus sabab muxlislarsiz o'tkaziladigan bo'ldi,superlik oilalari koronavirus sabab muhliysiz o'tkaziladigan bo'ldi,0.4286,0.1528,0.8921,7,7
857915.wav,uzbek_voice,9 034,9 034,0.0,to'qqiz ming o'ttiz to'rt,to'qqiz ming o'ttiz to'rt,0.0,0.0,1.0,4,4
00010214_0.wav,news,"bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz, misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'lar ekan yoki kimningdir gapi bilan qilib yuborsangiz, u yerda pul yutqazganmiz, misol uchun. Hm. Demak bu... O'shanaqa achchiq tajribadan o'rganilgan. Achchiq tajriba bo'lgan endi. Misol uchun o'sha paytda, misol uchun qo'yib berishgan ham shunaqa xato qilishimizga, misol uchun.","bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz, misol uchun. U yerda oddiy mana shunaqa qilsam to'g'ri bo'larkan yoki kimnidir gapi bilan qilib yuborsangiz, u yerda pul yutqazganmiz, misol uchun. Bu achchiq tajribadan o'rganilgan bir Achiq tajriba bo'lgan, misol uchun, o'sha paytda misol uchun qo'yib berishgan ham, shunaqa xato qilishimizga, misol uchun.",0.3158,bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'lar ekan yoki kimningdir gapi bilan qilib yuborsangiz u yerda pul yutqazganmiz misol uchun hm demak bu o'shanaqa achchiq tajribadan o'rganilgan achchiq tajriba bo'lgan endi misol uchun o'sha paytda misol uchun qo'yib berishgan ham shunaqa xato qilishimizga misol uchun,bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'larkan yoki kimnidir gapi bilan qilib yuborsangiz u yerda pul yutqazganmiz misol uchun bu achchiq tajribadan o'rganilgan bir achiq tajriba bo'lgan misol uchun o'sha paytda misol uchun qo'yib berishgan ham shunaqa xato qilishimizga misol uchun,0.1579,0.0801,0.4987,57,53
292332.wav,uzbek_voice,Yorug'likning moddalar almashinuviga ta'siri aniqlandi.,Yorug'likning moddalar almashinuviga ta'siri aniqlandi.,0.0,yorug'likning moddalar almashinuviga ta'siri aniqlandi,yorug'likning moddalar almashinuviga ta'siri aniqlandi,0.0,0.0,1.0,5,5
859004.wav,uzbek_voice,4 122 539,4 122 539,0.0,to'rt million bir yuz yigirma ikki ming besh yuz o'ttiz to'qqiz,to'rt million bir yuz yigirma ikki ming besh yuz o'ttiz to'qqiz,0.0,0.0,1.0,11,11
02811.wav,it,"Shu narsani almashtirish kerak deb bilaman, shuni tavsiya qilaman boshqalarga ham. Havo almashtirish kerak deysizmi? Havo almashtirish kerak. Ha. Katta kompaniyalarda bu juda oson, o'sha kompaniyaning ichida turib ham aytaylik","Shu narsani almashtirish kerak deb bilaman, shuni tavsiya qilaman, boshqalarga ham. Havo almashtirish kerakmiz? Havo almashtirish kerak, ya'ni katta kompaniyalarda juda oson, o'sha kompaniyaning ichida turib ham aytdik,",0.2667,shu narsani almashtirish kerak deb bilaman shuni tavsiya qilaman boshqalarga ham havo almashtirish kerak deysizmi havo almashtirish kerak ha katta kompaniyalarda bu juda oson o'sha kompaniyaning ichida turib ham aytaylik,shu narsani almashtirish kerak deb bilaman shuni tavsiya qilaman boshqalarga ham havo almashtirish kerakmiz havo almashtirish kerak ya'ni katta kompaniyalarda juda oson o'sha kompaniyaning ichida turib ham aytdik,0.1667,0.0773,0.9398,30,28
00006099.wav,news,"Muhammad Saloh kabi futbolchilarga ham ko'p marotaba irqchilik qilingan. Qalampir uzning sport sahifalariga obuna bo'ling, salomat bo'ling.","Muhammad Saloh kabi futbolchilarga ham ko'p marotaba irqchilik qilingan. Qalampir uzning sport sahifalariga obuna bo'ling, salomat bo'ling.",0.0,muhammad saloh kabi futbolchilarga ham ko'p marotaba irqchilik qilingan qalampir uzning sport sahifalariga obuna bo'ling salomat bo'ling,muhammad saloh kabi futbolchilarga ham ko'p marotaba irqchilik qilingan qalampir uzning sport sahifalariga obuna bo'ling salomat bo'ling,0.0,0.0,1.0,17,17
common_voice_uz_29005653.wav,common_voice,Endi o'lganingdan keyin ham millionlarcha yillar o'tadi.,Endi o'lganingdan keyin ham millionlar-cha yillar o'tadi.,0.1429,endi o'lganingdan keyin ham millionlarcha yillar o'tadi,endi o'lganingdan keyin ham millionlar-cha yillar o'tadi,0.1429,0.0182,0.991,7,7
common_voice_uz_29448297.wav,common_voice,"Agar shifokor to'g'ri tashxis qo'ysa, bemor tezda oyoqqa turadi.","Agar shifokor to'g'ri tashxis qo'ysa, bemor tezda oyoqqa turadi.",0.0,agar shifokor to'g'ri tashxis qo'ysa bemor tezda oyoqqa turadi,agar shifokor to'g'ri tashxis qo'ysa bemor tezda oyoqqa turadi,0.0,0.0,1.0,9,9
172098.wav,uzbek_voice,Madaniyat vazirligi ta'mirlash loyihasi taqdim etilmaganini aytmoqda.,Madaniyat vazirligi ta'mirlash loyihasi taqdim etilmaganini aytmoqda.,0.0,madaniyat vazirligi ta'mirlash loyihasi taqdim etilmaganini aytmoqda,madaniyat vazirligi ta'mirlash loyihasi taqdim etilmaganini aytmoqda,0.0,0.0,1.0,7,7
477412.wav,uzbek_voice,"Reuters, Putinning Qozog'istonga tashrifi betobligi tufayli qoldirilganini xabar qildi.",Reuters Putinning Qozog'istonga tashrifi betobligi tufayli qoldirilganini xabar qildi.,0.1111,reuters putinning qozog'istonga tashrifi betobligi tufayli qoldirilganini xabar qildi,reuters putinning qozog'istonga tashrifi betobligi tufayli qoldirilganini xabar qildi,0.0,0.0,1.0,9,9
common_voice_uz_29136823.wav,common_voice,Kitobga shunchalik qiziqib ketganimdan kechki ovqat qilishni ham unutib qo'yibman.,Kitobga shunchalik qiziqib ketganimdan kechki ovqat qilishni ham unutib qo'yibman.,0.0,kitobga shunchalik qiziqib ketganimdan kechki ovqat qilishni ham unutib qo'yibman,kitobga shunchalik qiziqib ketganimdan kechki ovqat qilishni ham unutib qo'yibman,0.0,0.0,1.0,10,10
53152.wav,uzbek_voice,Misr o'z valyutasini devalvatsiya qildi.,Misr o'z valyutasini devalvatsiya qildi.,0.0,misr o'z valyutasini devalvatsiya qildi,misr o'z valyutasini devalvatsiya qildi,0.0,0.0,1.0,5,5
250928.wav,uzbek_voice,Turli mamlakatlarda bemorlar nima yeydi?,Turli mamlakatlarda bemorlar nima yeydi?,0.0,turli mamlakatlarda bemorlar nima yeydi,turli mamlakatlarda bemorlar nima yeydi,0.0,0.0,1.0,5,5
181937.wav,uzbek_voice,Ular ham osonlikcha mablag' ajratishga rozi bo'lmagan.,Ular ham osonlikchi mablag' ajratishga rozi bo'lmagan.,0.1429,ular ham osonlikcha mablag' ajratishga rozi bo'lmagan,ular ham osonlikchi mablag' ajratishga rozi bo'lmagan,0.1429,0.0189,0.9811,7,7
common_voice_uz_28901494.wav,common_voice,U bilagi kuchga to'lgan yoshlardan.,U bilagi kuchga to'lgan yoshlardan.,0.0,u bilagi kuchga to'lgan yoshlardan,u bilagi kuchga to'lgan yoshlardan,0.0,0.0,1.0,5,5
60559.wav,uzbek_voice,"Orzumga yetdim, O'zbekiston chempioni bo'ldim.",Orzumga yetdim. O'zbekiston chempioni bo'ldim.,0.2,orzumga yetdim o'zbekiston chempioni bo'ldim,orzumga yetdim o'zbekiston chempioni bo'ldim,0.0,0.0,1.0,5,5
352024.wav,uzbek_voice,Yaponiyada aholiga koronavirusga qarshi bepul emlanish taklif etiladi.,Yaponiyada aholiga koronavirusga qarshi bepul emlanish taklif etiladi.,0.0,yaponiyada aholiga koronavirusga qarshi bepul emlanish taklif etiladi,yaponiyada aholiga koronavirusga qarshi bepul emlanish taklif etiladi,0.0,0.0,1.0,8,8
common_voice_uz_30396262.wav,common_voice,Yashil makonda hokimlar ibrat bo'lyapti.,Yashil makonda hokimlar ibrat bo'lyapti.,0.0,yashil makonda hokimlar ibrat bo'lyapti,yashil makonda hokimlar ibrat bo'lyapti,0.0,0.0,1.0,5,5
133103.wav,uzbek_voice,Sardor Rashidov Qatar klubi bilan shartnoma imzoladi.,Sardor Rashidov Qatar klubi bilan shartnoma imzoladi.,0.0,sardor rashidov qatar klubi bilan shartnoma imzoladi,sardor rashidov qatar klubi bilan shartnoma imzoladi,0.0,0.0,1.0,7,7
463221.wav,uzbek_voice,Chempionlar Ligasi va Yevropa Ligasi finali tomoshabinlarsiz o'tishi mumkin.,Chempionlar Ligasi va Yevropa Ligasi finali tomoshabinlarsiz o'tishi mumkin.,0.0,chempionlar ligasi va yevropa ligasi finali tomoshabinlarsiz o'tishi mumkin,chempionlar ligasi va yevropa ligasi finali tomoshabinlarsiz o'tishi mumkin,0.0,0.0,1.0,9,9
50747.wav,uzbek_voice,O'zbekistonda Alcatel telefonlari sotuvi boshlandi.,O'zbekistonda Anqatl telefonlari sotuvi boshlandi.,0.2,o'zbekistonda alcatel telefonlari sotuvi boshlandi,o'zbekistonda anqatl telefonlari sotuvi boshlandi,0.2,0.06,0.9495,5,5
00018771_1.wav,news,"Bir metrcha bolacha kelyapti. Orqasida katta papka, bir nechta bolachalar. Taxminan bir 4 km piyoda yurib tog'da tepasida o'qishga kelyapti. Ya'ni farzandlarda, insonlarda shu ishtiyoq bor, harakat bor. Lekin bunga sharoit yaratib berishimiz kerak.","Bir bir metrcha bola kelyapti. Orqasida katta papka bir nechta bolachalar. Taxminan bir 4 km piyoda yurib tog'di tepasida o'qishga kelyapti. Ya'ni farzandlarda insonlarda shu anaqa ishtiyoq bor, harakat bor. Lekin bunga sharoit yaratib berishimiz kerak.",0.1765,bir metrcha bolacha kelyapti orqasida katta papka bir nechta bolachalar taxminan bir to'rt km piyoda yurib tog'da tepasida o'qishga kelyapti ya'ni farzandlarda insonlarda shu ishtiyoq bor harakat bor lekin bunga sharoit yaratib berishimiz kerak,bir bir metrcha bola kelyapti orqasida katta papka bir nechta bolachalar taxminan bir to'rt km piyoda yurib tog'di tepasida o'qishga kelyapti ya'ni farzandlarda insonlarda shu anaqa ishtiyoq bor harakat bor lekin bunga sharoit yaratib berishimiz kerak,0.1176,0.0574,0.7919,34,36
361171.wav,uzbek_voice,O'zbekistonda Stalingraddagi Pavlov uyining so'nggi himoyachisi vafot etdi.,O'zbekistonda Stalingraddagi Pavov uyning so'ngli muvofiqchisi vafot etdi.,0.5,o'zbekistonda stalingraddagi pavlov uyining so'nggi himoyachisi vafot etdi,o'zbekistonda stalingraddagi pavov uyning so'ngli muvofiqchisi vafot etdi,0.5,0.1216,0.898,8,8
109940.wav,uzbek_voice,Zimbabveda Mugabening impichmenti bo'yicha rezolyutsiya tayyorlandi.,Zimbabveda Mugabening impichmenti bo'yicha rezolyutsiya tayyorlandi.,0.0,zimbabveda mugabening impichmenti bo'yicha rezolyutsiya tayyorlandi,zimbabveda mugabening impichmenti bo'yicha rezolyutsiya tayyorlandi,0.0,0.0,1.0,6,6
168590.wav,uzbek_voice,Big City Ride velopoygasida ishtirok etayotgan odamlar,Big City Ride velo poygasida ishtirok etayotgan odamlar.,0.4286,big city ride velopoygasida ishtirok etayotgan odamlar,big city ride velo poygasida ishtirok etayotgan odamlar,0.2857,0.0185,0.9908,7,8
140842.wav,uzbek_voice,AirPods naushniklari xitoylik erkakning qulog'ida portlab ketdi.,AirPods'idan oshliklari xitoylik erkakning qulog'ida portlab ketdi.,0.2857,airpods naushniklari xitoylik erkakning qulog'ida portlab ketdi,airpods'idan oshliklari xitoylik erkakning qulog'ida portlab ketdi,0.2857,0.1111,0.9147,7,7
common_voice_uz_29524756.wav,common_voice,"Peshin vaqtigacha ishlash mumkin bo'lsa-da, ishlamadik. Birozdan so'ng uyga qaytdik.",Peshen vaqtigacha ishlash mumkin bo'lsa-da ishlamadik. Birozdan so'ng uyga qaytdik.,0.2,peshin vaqtigacha ishlash mumkin bo'lsa-da ishlamadik birozdan so'ng uyga qaytdik,peshen vaqtigacha ishlash mumkin bo'lsa-da ishlamadik birozdan so'ng uyga qaytdik,0.1,0.0123,0.9877,10,10
